HOVEDSKOLE_INST;INST_NR;INST_NAVN;ENHEDSART;INST_ADR;POSTNR;POSTDISTRIKT;TLF_NR;E_MAIL;WEB_ADR;INST_TYPE_NR;INST_TYPE_NAVN;INST_TYPE_GRUPPE;UNDERV_NIV;INST_LEDER;CVR_NR;KOMMUNE_NR;ADM_KOMMUNE_NAVN;BEL_KOMMUNE;BEL_KOMMUNE_NAVN;BEL_REGION;REGION_NAVN;EJER_KODE;EJERKODE_NAVN;P_NR;VEJKODE;GEO_BREDDE_GRAD;GEO_LAENGDE_GRAD
760401;280581;UCRS, 10´eren Skjern;Afdeling (underordnet enhed);Ånumvej 14;6900;Skjern;9735 1233;uc@ucrs.dk;www.ucrs.dk;1012;Folkeskoler;Grundskoler mv.;10;Marianne Oksbjerre;16013307;;;760;Ringkøbing-Skjern Kommune;1082;Region Midtjylland;4;Selvejende, statslige;1018668595;2504;55,9425164;8,51156653
;761006;Rødkærsbro skole;Institution uden enheder;Brandstrupvej 23;8840;Rødkærsbro;8787 2470;skole.roedkaersbro@viborg.dk;roaersbro.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Claus Wandall;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368371;0975;56,35540018;9,50423264
;763006;Stoholm Skole;Institution uden enheder;Vesterled 5;7850;Stoholm Jyll;8787 2540;skole.stoholm@viborg.dk;stoholm-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Jesper Okholm;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368784;1811;56,48433661;9,14716355
;763008;Vestfjendsskolen;Institution uden enheder;Dåsbjergvej 17;7800;Skive;8787 2685;skole.vestfjendsskolen@viborg.dk;vestfjendsskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Kåre Stilling;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368693;0253;56,44543339;9,00566404
;765001;Hanstholm Skole;Institution uden enheder;Fyrvej 100;7730;Hanstholm;9917 3580;hanstholm.skole@thisted.dk;www.hanstholm-skole.dk;1012;Folkeskoler;Grundskoler mv.;9;Nils Cassøe Jepsen;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003368863;0130;57,11209643;8,60858677
;766001;Skolen i Midten;Institution uden enheder;Nørremarksvej 1;8783;Hornsyld;7983 3100;skolenimidten@hedensted.dk;www.Skolenimidten.dk;1012;Folkeskoler;Grundskoler mv.;9;Troels Brogård Andersen;29189587;766;Hedensted Kommune;766;Hedensted Kommune;1082;Region Midtjylland;2;Kommunale;1014923140;1067;55,75819223;9,84635155
;767001;Tungelundskolen;Institution uden enheder;Skolegade 15;8881;Thorsø;8964 2700;Tungelundskolen@favrskov.dk;www.tungelundskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;John Jæger;29189714;710;Favrskov Kommune;710;Favrskov Kommune;1082;Region Midtjylland;2;Kommunale;1003369111;0879;56,30509793;9,78804243
;767002;Ulstrup Skole;Institution uden enheder;Hovedgaden 58;8860;Ulstrup;8964 2800;UlstrupSkole@favrskov.dk;www.ulstrup-skole.dk;1012;Folkeskoler;Grundskoler mv.;9;Annika Rikke Østergaard;29189714;710;Favrskov Kommune;710;Favrskov Kommune;1082;Region Midtjylland;2;Kommunale;1003369044;0424;56,38747304;9,78760467
;769001;Frederiks Skole;Institution uden enheder;Skolen 3, Frederiks;7470;Karup J;8787 2120;skole.frederiks@viborg.dk;frederiks-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Martin R. V. Mose;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003369226;1327;56,34467829;9,24835869
;769003;Karup Skole;Institution uden enheder;Genvej 2;7470;Karup J;8787 2235;skole.karup@viborg.dk;karupskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Dorthe Nørgaard Stilling;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003369287;0422;56,30725969;9,16988459
;771001;Ans Skole;Institution uden enheder;Teglgade 22;8643;Ans By;8970 2360;ansskole@silkeborg.dk;www.ansskole.dk;1012;Folkeskoler;Grundskoler mv.;10;Keld Sandfeld Simonsen;29189641;740;Silkeborg Kommune;740;Silkeborg Kommune;1082;Region Midtjylland;2;Kommunale;1003369561;1790;56,30762096;9,58700027
;771007;Thorning Skole;Institution uden enheder;Møllevej 7;8620;Kjellerup;8970 2330;thorningskole@silkeborg.dk;www.thorningskole.dk;1012;Folkeskoler;Grundskoler mv.;10;Lone Stig Andersen;29189641;740;Silkeborg Kommune;740;Silkeborg Kommune;1082;Region Midtjylland;2;Kommunale;1003369391;1236;56,28478568;9,33189485
;773001;Dueholmskolen;Institution uden enheder;Duevej 9;7900;Nykøbing M;9970 6075;dueholmskolen@morsoe.dk;www.dueholmskolen.dk;1012;Folkeskoler;Grundskoler mv.;10;Lars Zedlitz Alberg;41333014;773;Morsø Kommune;773;Morsø Kommune;1081;Region Nordjylland;2;Kommunale;1003369755;1280;56,78361484;8,84058866
;773006;Øster Jølby Skole;Institution uden enheder;Poulsen Dalsvej 4 Galtrup;7950;Erslev;9970 6195;oester.joelby-skole@morsoe.dk;www.joelby-skole.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;9;Susanne Jørgensen;41333014;773;Morsø Kommune;773;Morsø Kommune;1081;Region Nordjylland;2;Kommunale;1003369913;6300;56,83695543;8,71916991
;773010;M.C. Holms Skole;Institution uden enheder;Grønnegade 10A;7900;Nykøbing M;9970 6040;mcholms-skole@morsoe.dk;www.mcholms-skole.dk;1012;Folkeskoler;Grundskoler mv.;6;Poul Erik Christensen, konst.;41333014;773;Morsø Kommune;773;Morsø Kommune;1081;Region Nordjylland;2;Kommunale;1003369664;2700;56,79621605;8,85696429
;773018;Sydmors skole og Børnehus;Institution uden enheder;Smedebjergevej 61 Vejerslev;7980;Vils;9970 6230;sydmorsskoleogbornehus@morsoe.dk;www.sydmorsskoleogbørnehus.dk;1012;Folkeskoler;Grundskoler mv.;6;Tenna Bilstrup;41333014;773;Morsø Kommune;773;Morsø Kommune;1081;Region Nordjylland;2;Kommunale;1003370004;7430;56,75598978;8,72608224
;775001;Brattingsborgskolen;Institution uden enheder;Kirkebakken 13, Klejtrup;9500;Hobro;8787 8020;skole.brattingsborg@viborg.dk;brattingsborgskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;7;Michael Heiselberg Flarup;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003370144;0767;56,59183198;9,63188229
;775004;Møldrup Skole;Institution uden enheder;Skolegade 27;9632;Møldrup;8787 2323;skole.moeldrup@viborg.dk;moeldrup-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Kristine Jakobsen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003370223;1323;56,61846512;9,50057499
;777001;Durup Skole;Institution uden enheder;Idrætsvej 2 Durup;7870;Roslev;9915 6100;ineg@skivekommune.dk;www.durup-skole.dk;1012;Folkeskoler;Grundskoler mv.;7;Inga Emborg;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370387;777;56,74343905;8,95469735
;777002;Glyngøre Skole;Institution uden enheder;Skovbakken 4;7870;Roslev;9915 6110;Anbm@skivekommune.dk;www.glyngoere-skole.dk;1012;Folkeskoler;Grundskoler mv.;9;Ann Baadsgaard Mortensen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370417;0739;56,75676281;8,87291726
;777004;Roslev Skole;Institution uden enheder;Sallingsundvej 26;7870;Roslev;9915 6090;roslevskole@skivekommune.dk;www.roslev-skole.dk;1012;Folkeskoler;Grundskoler mv.;10;Stefan Frøkjær-Jensen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370338;0704;56,70172597;8,98630004
;779001;Brårup Skole;Institution uden enheder;Brårupvej 94;7800;Skive;9915 6950;braarupskole@skivekommune.dk;www.braarup-skole.skive.dk;1012;Folkeskoler;Grundskoler mv.;10;Jette Præstholm;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370533;1073;56,55059285;9,03318589
;779003;Hem Skole;Institution uden enheder;Hem, Rudemøllevej 3;7800;Skive;9915 3600;hems@skivekommune.dk;www.hemskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Helle Møller Nielsen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370831;6854;56,59620515;8,96147809
;779004;Højslev Skole;Institution uden enheder;Skolevej 13;7840;Højslev;9915 6670;hoj@skivekommune.dk;www.hoejslev-skole.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;9;Louise Maagaard Høybye;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370855;7427;56,5531774;9,11298121
;779005;Nr. Søby Skole;Institution uden enheder;Stoholmvej 24;7840;Højslev;9915 3350;nsob@skivekommune.dk;www.nrsoebyskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Michael Varmdal Mogensen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370855;7935;56,54154437;9,12507496
;779006;Resen Skole;Institution uden enheder;Furvej 9;7800;Skive;9915 7575;resenskole@skivekommune.dk;www.resen-skole.skive.dk;1012;Folkeskoler;Grundskoler mv.;9;Dorte Jalk;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370612;2615;56,59038437;9,02564427
;779007;Skivehus Skole;Institution uden enheder;Rosenbakken 8;7800;Skive;9915 7410;ski@skivekommune.dk;www.skivehus-skole.skive.dk;1012;Folkeskoler;Grundskoler mv.;9;Annette Bak-Pedersen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370788;6834;56,58137262;9,03670879
;779008;Aakjærskolen;Institution uden enheder;Frederiksgade 21k;7800;Skive;9915 3300;aakjaerskolen@skivekommune.dk;www.aakjaerskolen.skive.dk;1012;Folkeskoler;Grundskoler mv.;9;Lars Kirk;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370594;2541;56,56659532;9,0226234
;779009;Ørslevkloster Skole;Institution uden enheder;Hejlskovvej 27;7840;Højslev;9915 3680;orss@skivekommune.dk;www.oerslevklosterskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Inga Randrup Rasmussen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370697;3447;56,59987989;9,21783678
;779017;10. Klasse Center Skive;Institution uden enheder;H. C. Ørstedsvej 6 B;7800;Skive;9915 6840;tieren@skivekommune.dk;www.tieren.dk;1012;Folkeskoler;Grundskoler mv.;10;Anja Østergaard Jensen;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003370569;3106;56,55167061;9,01771393
;781005;Oddense Skole;Institution uden enheder;Andrupvej 1b, Oddense;7860;Spøttrup;9915 7280;oddenseskole@skivekommune.dk;www.oddenseskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Søren Haubjerg;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003371140;0019;56,6493803;8,93207659
;781006;Vestsalling Skole og Dagtilbud;Institution uden enheder;Stadion Alle 18 Balling;7860;Spøttrup;9915 7500;vsd@skivekommune.dk;www.vsd.dk;1012;Folkeskoler;Grundskoler mv.;9;Michael Schrader;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003371115;0775;56,61013188;8,88136101
;785002;Bedsted Skole;Institution uden enheder;Skolegade 1;7755;Bedsted Thy;9917 3141;bedsted.skole@thisted.dk;www.bedstedskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Lise-Lotte Longfors;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003371693;0759;56,81161261;8,40319544
;785006;Hurup Skole;Institution uden enheder;Idrætsvej 11;7760;Hurup Thy;9917 3240;hurup.skole@thisted.dk;hurupskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Per Munksgaard Olesen;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003371528;0378;56,75419694;8,41707396
;785007;Koldby Skole;Institution uden enheder;Limfjordsgade 9;7752;Snedsted;9917 3170;koldby.skole@thisted.dk;www.koldbyskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Hans Mikael Therkildsen;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003371619;0518;56,84611457;8,52945155
;785009;Vestervig Skole;Institution uden enheder;Klostergade 11;7770;Vestervig;9917 3200;vestervig.skole@thisted.dk;vestervig-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Søren Brogaard Jørgensen;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003371589;0453;56,76541755;8,32190811
;785015;Campus 10;Institution uden enheder;Kronborgvej 113A;7700;Thisted;9917 3110;campus10@thisted.dk;campus10.dk;1012;Folkeskoler;Grundskoler mv.;10;Thomas Frost Andersen;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1010642678;4042;56,96479959;8,70019426
;787004;Nors Skole;Institution uden enheder;Kirkebyvej 25, Nors;7700;Thisted;9917 3350;Nors.Skole@Thisted.dk;www.nors-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Mogens Mark Overgaard;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372159;3586;57,02312158;8,6705836
;787005;Sennels Skole;Institution uden enheder;Sennelsvej 122;7700;Thisted;9917 3410;Sennels.Skole@Thisted.dk;www.sennels-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Lena Skovborg;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372391;6130;56,97025884;8,79969194
;787006;Sjørring Skole;Institution uden enheder;Ebbesvej 3;7700;Thisted;9917 3475;sjoerring.skole@thisted.dk;www.sjoerring-skole.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;9;Morten Meldgaard Krabbe;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003371917;1370;56,95288521;8,59394844
;787008;Snedsted Skole;Institution uden enheder;Hovedgaden 5;7752;Snedsted;9917 3425;Snedsted.Skole@Thisted.dk;www.snedsted-skole.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;9;Lisbeth Have Hoff;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372020;2825;56,8926154;8,53346933
;787012;Tilsted Skole;Institution uden enheder;Silstrupvej 47;7700;Thisted;9917 3510;Tilsted.Skole@thisted.dk;tilsted-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Dorrit Kvejborg;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372445;6185;56,94929062;8,64271944
;787013;Tingstrup Skole;Institution uden enheder;Thorstedvej 21;7700;Thisted;9917 3456;Tingstrup.Skole@Thisted.dk;tingstrup-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Dorthe Ninn;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372585;8530;56,95978044;8,66681014
;787016;Hannæs-Østerild Skole;Institution uden enheder;Skolevej 2;7741;Frøstrup;9917 3570;hannaesskolen@thisted.dk;hannaes-oesterild-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Hans Henrik Thrane;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003371954;0764;57,07782765;8,99260867
;787019;Østre Skole;Institution uden enheder;Kronborgvej 26;7700;Thisted;9917 3520;Oestre.skole@thisted.dk;www.ostre-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Brian Nielsen;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372226;4042;56,95951222;8,70321763
;787024;Rolighedsskolen;Institution uden enheder;Kastanievej 80;7700;Thisted;9917 4200;rolighed.skole@thisted.dk;www.rolighedsskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Lise Lybæk;29189560;787;Thisted Kommune;787;Thisted Kommune;1081;Region Nordjylland;2;Kommunale;1003372093;3545;56,95729482;8,72594267
787410;280583;EUC Nordvest, 10. klasse;Afdeling (underordnet enhed);Kronborgvej 119;7700;Thisted;9919 1919;euc@eucnordvest.dk;www.eucnordvest.dk;1012;Folkeskoler;Grundskoler mv.;10;Hans Chr. Jeppesen;39301016;;;787;Thisted Kommune;1081;Region Nordjylland;4;Selvejende, statslige;1003402178;4042;56,9657405;8,70240155
;789002;Hammershøj Skole;Institution uden enheder;Hammershøj, Vorningvej 33;8830;Tjele;8787 2175;skole.hammershoej@viborg.dk;hammershojskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Jens Lange Jepsen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003372962;1880;56,50709134;9,74230662
;789005;Sødalskolen;Institution uden enheder;Meldgårdsvej 24, Rødding;8830;Tjele;8787 2450;skole.sodalskolen@viborg.dk;sodalskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Brian Albæk Jensen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003372858;1001;56,49949181;9,50920307
;789008;Ørum Skole;Institution uden enheder;Gl. Tjelevej 10, Ørum;8830;Tjele;8787 2720;skole.oerum@viborg.dk;orumskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Maria Frimand Andersen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003372792;0442;56,48345095;9,625621
;791002;Møllehøjskolen;Institution uden enheder;Bruunshåbsvej 25;8800;Viborg;8725 3600;skole.moellehoej@viborg.dk;moe-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Kirsten Musgaard;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003372998;1145;56,41947115;9,4425856
;791003;Hald Ege Skole;Institution uden enheder;Egeskovvej 75;8800;Viborg;8787 2150;skole.haldege@viborg.dk;ha-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Christian Maarslet;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373040;1686;56,40087955;9,35155862
;791004;Løgstrup Skole;Institution uden enheder;Skolegade 9;8831;Løgstrup;8787 2270;skole.loegstrup@viborg.dk;loe-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Karsten Kloster;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373465;7282;56,51139201;9,33540307
;791005;Nordre Skole;Institution uden enheder;H.C. Andersensvej 5;8800;Viborg;8787 2400;skole.nordre@viborg.dk;no-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Brian Roed;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003372974;0281;56,46271925;9,40810904
;791006;Overlund Skole;Institution uden enheder;Skolevej 10;8800;Viborg;8787 2424;skole.overlund@viborg.dk;ov-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Stine Bohnstedt;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373076;7320;56,44752347;9,43756499
;791008;Søndre Skole;Institution uden enheder;Koldingvej 114;8800;Viborg;8787 2560;skole.soendre@viborg.dk;soe-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Ida Jensen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373234;4692;56,4328262;9,39053017
;791010;Vestre Skole;Institution uden enheder;A S Ørstedsvej 22;8800;Viborg;8787 2660;skole.vestre@viborg.dk;ve-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Jens Christian Riis Madsen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373623;9685;56,4525028;9,39743857
;791013;Vestervang Skole;Institution uden enheder;Boghvedevej 26;8800;Viborg;8787 2630;skole.vestervang@viborg.dk;vestervangskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Mikael Bugge Andreasen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003372986;0844;56,46557804;9,3891162
;791019;Finderuphøj Skole;Institution uden enheder;Spættevej 2;8800;Viborg;8787 2100;skole.finderuphoej@viborg.dk;finderuphoej.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Hans Nyholm;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373490;7855;56,44252611;9,37928594
;791020;Houlkærskolen;Institution uden enheder;Skaldehøjvej 14;8800;Viborg;8787 2200;skole.houlkaer@viborg.dk;ho-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Jens Johansen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003373441;7180;56,46346019;9,45661459
;793002;Gedsted Skole;Institution uden enheder;Søndergade 27;9631;Gedsted;9966 9631;gedsted.skole@vesthimmerland.dk;gedsted-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;7;Anne Mette Rasmussen;29189471;820;Vesthimmerlands Kommune;820;Vesthimmerlands Kommune;1081;Region Nordjylland;2;Kommunale;1003373787;1289;56,68629507;9,33994311
;793007;Aalestrup Skole;Institution uden enheder;Vestergade 95;9620;Aalestrup;9966 9320;jpou@vesthimmerland.dk;aalestrup-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Jesper Poulsen;29189471;820;Vesthimmerlands Kommune;820;Vesthimmerlands Kommune;1081;Region Nordjylland;2;Kommunale;1003373817;1492;56,69342955;9,47927797
;801001;Arden Skole;Institution uden enheder;Storardenvej 22;9510;Arden;9711 4300;ardenskole@mariagerfjord.dk;ardenskole.dk;1012;Folkeskoler;Grundskoler mv.;10;Jan Nielsen;29189455;846;Mariagerfjord Kommune;846;Mariagerfjord Kommune;1081;Region Nordjylland;2;Kommunale;1003376038;1494;56,76454256;9,86981463
;801005;Valsgaard Skole;Institution uden enheder;Skolekrogen 2 A;9500;Hobro;9711 4960;valsgaardskole@mariagerfjord.dk;www.valsgaardskole.dk;1012;Folkeskoler;Grundskoler mv.;7;Bente Nørskov;29189455;846;Mariagerfjord Kommune;846;Mariagerfjord Kommune;1081;Region Nordjylland;2;Kommunale;1003375985;1354;56,67195273;9,84395569
;803001;Brovst Skole;Institution uden enheder;Skolevej 5;9460;Brovst;7257 8030;brovstskole@jammerbugt.dk;www.brovstskole.dk;1012;Folkeskoler;Grundskoler mv.;10;René Gregersen;29189439;849;Jammerbugt Kommune;849;Jammerbugt Kommune;1081;Region Nordjylland;2;Kommunale;1003376269;1575;57,09623954;9,52854908
;803004;Skovsgård Tranum skole;Institution uden enheder;Hovedgaden 69;9460;Brovst;7257 8150;skovsgaardtranum@jammerbugt.dk;www.skovsgaardskolen.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;10;Kim Haaning Pedersen;29189439;849;Jammerbugt Kommune;849;Jammerbugt Kommune;1081;Region Nordjylland;2;Kommunale;1003376154;0665;57,08442288;9,48690171
;809001;Farsø Skole;Institution uden enheder;Skolegade 14;9640;Farsø;9966 9240;jba@vesthimmerland.dk;farsoe-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;John Andersen;29189471;820;Vesthimmerlands Kommune;820;Vesthimmerlands Kommune;1081;Region Nordjylland;2;Kommunale;1003377368;1139;56,77106575;9,33734967
;809004;Ullits Skole og Børnehuset Fjorden;Institution uden enheder;Foulumvej 27;9640;Farsø;9966 8770;ullits.skole@vesthimmerland.dk;ullits-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;7;Bo Strand;29189471;820;Vesthimmerlands Kommune;820;Vesthimmerlands Kommune;1081;Region Nordjylland;2;Kommunale;1003377253;0349;56,72743796;9,28276653
;809005;Vester Hornum Skole;Institution uden enheder;Hovedgaden 83;9640;Farsø;9966 9600;VesterHornum.Skole@vesthimmerland.dk;vester-hornum-skole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Rolf Sanderhoff;29189471;820;Vesthimmerlands Kommune;820;Vesthimmerlands Kommune;1081;Region Nordjylland;2;Kommunale;1003377332;0552;56,83766638;9,35893289
;811001;Fjerritslev Skole;Institution uden enheder;Borupsalle 8;9690;Fjerritslev;7257 8040;fjerritslevskole@jammerbugt.dk;www.fjerritslev-skole.dk;1012;Folkeskoler;Grundskoler mv.;10;Pernille Hovaldt;29189439;849;Jammerbugt Kommune;849;Jammerbugt Kommune;1081;Region Nordjylland;2;Kommunale;1003377447;0181;57,08967352;9,26372752
;811003;Thorup-Klim Skole;Institution uden enheder;Klim Strandvej 11;9690;Fjerritslev;7257 8100;thorupklimskole@jammerbugt.dk;;1012;Folkeskoler;Grundskoler mv.;7;Carl Bech;29189439;849;Jammerbugt Kommune;849;Jammerbugt Kommune;1081;Region Nordjylland;2;Kommunale;1003377502;0881;57,09714469;9,16605972
;811005;Trekronerskolen;Institution uden enheder;Skolevænget 3;9690;Fjerritslev;7257 8170;trekronerskolen@jammerbugt.dk;www.3kroner.dk;1012;Folkeskoler;Grundskoler mv.;7;Kim Pedersen;29189439;849;Jammerbugt Kommune;849;Jammerbugt Kommune;1081;Region Nordjylland;2;Kommunale;1003377526;1576;57,04921912;9,36925538
;811006;Ørebroskolen;Institution uden enheder;Ørebrovej 128;9690;Fjerritslev;7257 8210;oesk@jammerbugt.dk;www.oerebroskolen.dk;1012;Folkeskoler;Grundskoler mv.;7;René Henriksen;29189439;849;Jammerbugt Kommune;849;Jammerbugt Kommune;1081;Region Nordjylland;2;Kommunale;1003377575;2105;57,05371425;9,23686678
;815001;Havbakkeskolen;Institution uden enheder;Vikingvej 4, Als;9560;Hadsund;9711 4100;havbakkeskolen@mariagerfjord.dk;www.havbakkeskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Esben Holck Vammen;29189455;846;Mariagerfjord Kommune;846;Mariagerfjord Kommune;1081;Region Nordjylland;2;Kommunale;1003378546;1962;56,75650709;10,28778702
;815002;Hadsund Skole;Institution uden enheder;Stadionvej 5;9560;Hadsund;9711 4500;hadsundskole@mariagerfjord.dk;hadsund-skole.dk;1012;Folkeskoler;Grundskoler mv.;10;Anne-Mette Thorsen;29189455;846;Mariagerfjord Kommune;846;Mariagerfjord Kommune;1081;Region Nordjylland;2;Kommunale;1003378364;1451;56,72381935;10,13169228
;817001;Gandrup Skole;Institution uden enheder;Bredgade 5;9362;Gandrup;9982 4660;gandrupskole@aalborg.dk;www.gandrupskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Anders Borkmann;29189420;851;Aalborg Kommune;851;Aalborg Kommune;1081;Region Nordjylland;2;Kommunale;1003378777;0152;57,05589339;10,1781087
